time,device_id,login,channel,country,player,game
2015-01-01 04:10:58,b552f6140a38d57995fc3df998a09cdb62cb320d,6588ee6b12a6c461de70d36ebfedead8266681d1,frank,CA,,League of Legends
2015-01-01 13:35:08,adbf64ca5387a8c1e6549a33d614989abd5b5c66,7e52b55419d4e04349ade8d2cb606fa55d2e76d6,helen,DE,android,Hearthstone: Heroes of Warcraft
2015-01-01 18:43:54,3ede47930916ee53310db7e72efc37f7bca47cb9,6f7472fe9db1c1d1e4da733e4721c25b3696b4a4,frank,,ipad_t,League of Legends
2015-01-01 11:51:08,df4c11c9ae675c9dfba2b43db666711701bf1a46,41f160740ec410007f3aa3bdc1961bf03e03c866,estelle,US,,Dota 2
2015-01-01 11:48:25,932432ed7645d3fc52f32e420a70bedfc3b60339,488788fa0e9f2d82b08b5351ff34887d5ed12083,estelle,US,,Dota 2
2015-01-01 04:21:04,214f2e5c59d9cf9d31b19b7f04247e940faa9146,ef76461af8f34f24682debffa2d6cdf999cc46a1,frank,,,League of Legends
2015-01-01 19:01:27,8dd8f5703224fdbf0fa9e8057352700bd9daa480,e49d832c7e8b46d21388659d5f672b5b32061e17,helen,US,,Hearthstone: Heroes of Warcraft
2015-01-01 07:24:01,1a55b7601eafd3d947c4afce46914d7637b0c779,bb700603ec93f52aa519d5ca40a234cd2eb5a8b6,elaine,TW,,Gaming Talk Shows
2015-01-01 15:20:23,345b198469713f0c1aae6107748f5fcbc78c3a43,287ee5d78037b999b7ee0f494c63a2aa388619c4,kramer,GB,,Agar.io
2015-01-01 04:21:24,b63c6603e7c7a016b27ceae519f45007cfdae0c0,b62a07cb59546cbfa2383d4add1af33311f66424,frank,CY,,League of Legends
2015-01-01 21:46:20,cd12261df43c7c9cb605605452ab359c1ea8c01d,7ba5e537f0263b9a43c97feb9175089c26d0b304,george,US,,ARK: Survival Evolved
2015-01-01 21:37:29,2d36250d6911e3fcc6993a2066926ca66a6ede2d,fffafc79bfab6085f3825a043ec9354d626dc21f,frank,US,,League of Legends
2015-01-01 21:31:56,c0d7b64aff0eda10c24b493ad5d930846990f20c,7ab279e759295e8ae80f96baa07f2617bc72a6bb,frank,US,,League of Legends
2015-01-01 12:19:29,d0efb5f9116d66f875ac4d577e1f2e8a2759bed8,4be1b17cb79e34b6deb02ac41e36b7b8acebdd97,estelle,US,,Dota 2
2015-01-01 13:17:06,80a59e829a2f2d9c750acac8aa6d4401f4d27aff,44b4e3577e5e59ffbba58174b91ebeefa93eb5af,estelle,US,,Dota 2
2015-01-01 03:37:51,84fd15a062da5270cdc2c1c54d421d3005c1c6e9,7024e84f74254fe9351716f84471ed8401576b69,elaine,TW,,Gaming Talk Shows
2015-01-01 20:12:03,cdc2a27ddb338ceca26ba7c844eb3647ddf8c9ae,c3bc5f2f9b77a3658958ed398f0be227fa302329,frank,US,,League of Legends
2015-01-01 20:42:46,027e7598fe451f768da9305005420c9621bf8317,5814c81ddaa195e37c0d77446cb0c0b2cf8d5cd1,george,US,iphone_t,DayZ
2015-01-01 19:44:33,cd3f7c432a00cbe4f13ee26c6c1ada78060dd8e0,6fa4ce9c66196e7ffb96060e53bc24b26018f0ca,helen,US,,Hearthstone: Heroes of Warcraft
2015-01-01 18:35:04,0512045ddbfd0eedef48292c5e6e484870e0321a,0d49c9ae1818b73ff224091f77f890a7ea29be70,helen,US,,Hearthstone: Heroes of Warcraft
2015-01-01 15:35:40,21ed1a39625499a6110b4f54913af9a6e8d00007,fd6ee537a823024e58f13ffef0f0e608ee566380,frank,US,iphone_t,League of Legends
2015-01-01 16:27:12,a9c3c2ef287afc90066445114915ef760d0d9aca,c04fe6937d1d5c86734eec9a1081b96b45bcd2cd,newman,GB,,SpeedRunners
2015-01-01 14:36:16,bec2ca894f9e5e53972ab4479df41320fde188ca,659e386c8046ae8db0e2266ecd3184a239f5eed8,helen,GB,,Hearthstone: Heroes of Warcraft
2015-01-01 08:05:08,305f9f79afd3c668f0ccaef09c3a71d1a02e3342,110124a230d7059e4e7464724ecfcc34589fb3d1,elaine,TW,,Gaming Talk Shows
2015-01-01 19:28:26,88cb659b9d907399475fbeeb108ab7b27ebb25bd,7719be66c9814c163ec5adae9b5937a74bea3a5d,susan,RU,,World of Tanks
2015-01-01 03:02:20,fce21e801a909e160cac23934418fd26f33a4801,f9fa60c5afac879369b2190daf1d0edf5a76e2f3,frank,US,,League of Legends
2015-01-01 22:48:43,6f9df5175a3252af4a92f3d795752bb0c1478aa0,12b202129cf71ee3a13a372e0fd815e52963740d,george,US,iphone_t,DayZ
2015-01-01 17:41:03,6e8bf820b77c602a34fae9b40788f963836e9016,4ba2ea549e550d1ec3e22875982a7b1f54949ed0,frank,NL,,League of Legends
2015-01-01 14:41:10,c94b470fc79ec89ea0a8035dfa5a01bd53452fc8,315bec2e06726ab234ddcd0530ae8414b98eb2f4,kramer,DK,,Agar.io
2015-01-01 21:36:59,8723df8809cd8aa2b96044e261337707d0c858b1,171f70e46d4277afb900915a79dea997ca043bbc,george,US,android,DayZ
2015-01-01 17:50:21,afac54430a3a448a9c11a4e4a92d66c1d81fae05,0bb8a6c9c34597ef31ded17f378919b120c1fb0c,jerry,UA,android,Dota 2
2015-01-01 00:45:04,419d4548c7bd5b77e61a238fed88da3048129e03,aa026e04d0cd4f275a54ecf06fdf44dc4ae4b462,frank,US,,League of Legends
2015-01-01 18:52:41,ea5a9f3bf8525f6d432b9ce7dcb09c813e42e775,fe0d81ae7ef64929b4cfdee75b4e330ac855f7c7,jerry,CA,,Dota 2
2015-01-01 16:13:47,21c2f95e57483561b9884beda8c91c1f3028aadb,02eebfed239d9c4085f6c43a82ae93a82badb093,frank,CA,,League of Legends
2015-01-01 13:30:09,97e0541f41866ca651ac6b502d05f0962469259b,a2d17d6b226af469cd692c51239a48a04629be29,kramer,MA,,Counter-Strike: Global Offensive
2015-01-01 04:12:09,5d9e0fa020a533bd60479e14dfcef6ce97f644f7,295fdfaa833ba36dee941258b198e8575106b56a,frank,US,,League of Legends
2015-01-01 11:39:58,0101b45dfcd800c2212f847737ebda00411be161,e3ae6e49a234d421efa7df80ba78bb4f6d0b9abd,estelle,TR,,Dota 2
2015-01-01 01:55:50,b5d45ff5fcf0a0f47fd936eb77700dc259f0fb75,291252f013f638b1adec786dac5540a415932a03,elaine,TW,,Gaming Talk Shows
2015-01-01 17:42:13,866f61a9e38173d13ea070b3eb89b6cd6665d894,0959737a1578e63de89c32679a8d38ed9ebee8bf,newman,ES,android,The Binding of Isaac: Rebirth
2015-01-01 14:37:06,af19ec6997d59bf0272fd5a2d1ff634fbbff896b,2820b27d411e6514d6729a70a0ebbfa51a9e077a,kramer,RU,iphone_t,Counter-Strike: Global Offensive
2015-01-01 21:47:44,1d528aba9193930238e6804dc5e2bf46dc87fc48,b6bbff05c09d39dca92436982846c95232ba24bc,elaine,TW,,Gaming Talk Shows
2015-01-01 22:53:39,d43f246327f1e34a2c6862c9974996cea6c0b7c1,27585958e56b7fec7e4261511b9b5bcf6677e1b4,george,US,iphone_t,DayZ
2015-01-01 21:22:24,51223f05fe887e67fc20f5bf492661ec6029e86a,26979a5de6cb9ada29145d2f988387f9529fffde,george,US,,DayZ
2015-01-01 04:52:33,bbb81199b66402f2176bd17c3463e70182bc3046,a6bd5bcc18266b3edc6709bda472c76ee78e1e01,susan,UA,,World of Tanks
2015-01-01 20:36:09,f05c453a6d6535eb6c2e4883dd81f1720428edc6,51317b05bd01dfefeabc19e6f2dd61540b6228b6,newman,US,android,The Binding of Isaac: Rebirth
2015-01-01 13:40:16,d133bd4a65c5cb66bb56e102f13b4de910a90951,cf1ea66f30152fd891ce02d2cfc491b6be47a12e,kramer,GB,,Counter-Strike: Global Offensive
2015-01-01 17:35:20,1c3a1ec3f6112a915be989fbb9edbafccf828358,0e7688355b6d9d5655e72ce83bffe6e0a6d57929,frank,US,,League of Legends
2015-01-01 20:14:39,a84acaf404b954c5105e7e945b4f73a4ccb6be47,fcc840ea042af6f17beb8f12fdb76c007a335ec8,susan,,,World of Tanks
2015-01-01 11:39:00,1113dfc5562b1c6237fa5ec9a8860cfb91563bcb,75f876a734c5f14b3b28d380923653cb7c71a021,kramer,MX,,Counter-Strike: Global Offensive
2015-01-01 14:18:41,82eb79738f81db7d110179a16f47516a0cdcb8df,024d6eaae72be4d0e8b2c24d67b0ec1b43a177c0,kramer,US,android,Counter-Strike: Global Offensive
2015-01-01 20:31:19,6fbdda3812c9bdecb5f0cdd1540606afc52b93a1,15ad81e361a88b80a02dee0c651b2c090e854e98,george,US,iphone_t,DayZ
2015-01-01 17:39:22,3b59871c30a56409d4a13eed5e7aa6fb31f65ba9,f8087da62556d092c78684a05e0a56347ac8fd2f,frank,US,,League of Legends
2015-01-01 10:43:50,5757fa27ffbb6bed2186822f81d1625167134e67,65b423696075cc69c0a89b3b7f5abc2b76d9e8da,elaine,TW,,Gaming Talk Shows
2015-01-01 04:14:28,6326868b3e15647345d71c898d238466b38ac446,02b6a9f7c3ca033a670374cb9a927010b13b4483,frank,US,,League of Legends
2015-01-01 23:27:02,2917972adac05af0588b0423f7fe8f54b28e9b66,f3af55936a9b06a1fb7a62481141f17465e2d6f4,frank,US,iphone_t,League of Legends
2015-01-01 20:46:47,4db8396914b93a7696599d3b50d8ed3d7d33f2e7,3c84d73e186bcc262043cdbd0ece7796c847b203,george,US,,DayZ
2015-01-01 03:38:55,d7470d2689835981c72a4d521f1959743f29286d,694cbf0a81d369e7feaeef706ec49c685e4bf06c,frank,DE,,League of Legends
2015-01-01 22:57:39,9be43c1dd21e22392305b903163b2de86959b421,6ff62f5258eb38d7745554237f0bfeee13d52262,george,US,,DayZ
2015-01-01 03:40:22,dad1aefdf6db79c76b242eaa5210b2f81782d505,cf7c488b796e50db3bfd576e13cc26253347736e,george,US,ipad_t,ARK: Survival Evolved
2015-01-01 07:37:58,0137cf03ea7a6837dbffffebb0b96e87f88269fc,b6c807ad271756e5b6a78c4eb1e0652a2427c997,elaine,HK,,Gaming Talk Shows
2015-01-01 09:04:47,9120c3097056ebf54958c8c7e5ce6168705eec34,55cae446d0a3ca876e7dccacbb9fd9122801996f,morty,GR,,Heroes of the Storm
2015-01-01 03:19:52,3a48ea7bf89da38fae7d31fbe399e929fd2b2ec1,bdb27bc37326bd7f6bf334e844606bf08e4c430f,frank,IL,,League of Legends
2015-01-01 00:50:07,4a82397b448d117c623595eec6c8dde7da8d9b1f,dbfb34d778d85ca2415ec4d43afaee510cd21720,susan,BY,,World of Tanks
2015-01-01 00:44:32,1d17a648a6dbc8bc52c0ccc9c9301f64bf04dbaf,fd30aa4bb20d335ec8014aaee2fe43b52d07655b,elaine,TW,,Devil May Cry 4: Special Edition
2015-01-01 19:57:46,c9245e2aef6601cc18eaeef6ef6da1f325f1d8da,9b9f1fdbd4020a465d4826b12fd6c4df192b8cf8,frank,CA,,League of Legends
2015-01-01 04:20:53,2b1cfe6b4de7e660bf56d15864a6d92dd1303c08,fac725e6059b5ed5f2291cc74f62895ae8d41526,frank,FR,,League of Legends
2015-01-01 22:04:29,fa563693d8f618ddfdcbc4a2ba7485ae79026486,91479eace5e255bd2dbb3ab1da101cba0e750c76,george,US,iphone_t,DayZ
2015-01-01 02:12:57,91d8204a6d765647982a098a4f314949456f88bb,929aad313741307d862852475c9bcf57d242aa24,elaine,TW,,Gaming Talk Shows
2015-01-01 12:11:55,74d3eb54bb2d33efa2ccb93dd34a9f5a4b33e1a8,800df1016b1d91255bcd23e20acbf4a9b3da5aaa,kramer,RU,android,Counter-Strike: Global Offensive
2015-01-01 21:47:16,6fbdda3812c9bdecb5f0cdd1540606afc52b93a1,15ad81e361a88b80a02dee0c651b2c090e854e98,george,US,iphone_t,DayZ
2015-01-01 11:46:49,716fbbf78f608598cf0411a7344188b0d4d440b0,cd8367d2b2fb5dc7b66e7ce88a83f1f2a32140e9,estelle,DE,,Dota 2
2015-01-01 05:57:08,bf85b89be8cdb86339e6c137c6587a653edbb350,fca165b0f6443a9f2bd85ef166c855ad191ace55,susan,UA,,World of Tanks
2015-01-01 15:49:15,157e54c0fec671a032fe65772c8ed1b742c9f7a9,d65e30d8df563c8e3ab454d81c02b7afc51b42a0,newman,IS,,SpeedRunners
2015-01-01 17:39:29,f56c9c3547745292d838a4aaf893036301b4c394,88d7c05118895014d0ef691932d78c8dc4493c68,frank,US,,League of Legends
2015-01-01 03:45:27,43ddb7989899de6da74c145662c4a4eaf1c30448,1c7864611868cfd01a9ea739249fd87e86091525,frank,US,,League of Legends
2015-01-01 11:41:41,63458d77c3cca7bd2121cb6462076581214757b1,1fcb3bf7d1d2b77cf01ff67515511d8507199507,morty,DE,,Heroes of the Storm
2015-01-01 22:39:24,dfbd68964e84c21bd531e393825510c26d59d0c4,c771d24ef94f1834be3ae7cc8e5be5bde42b42c5,frank,CA,,League of Legends
2015-01-01 13:27:42,dcffedc3f5a46a895d70d70d5c9c9abfdcb7c33d,8464a5359d8df9d6636355b391b8748d856bc61b,elaine,TW,,Gaming Talk Shows
2015-01-01 11:46:23,e1ade557fa03e797185175848d94160e3b21da0f,86c4919b7a2b45bfd2ccec0950168625d9fefbb3,estelle,FI,,Dota 2
2015-01-01 04:28:33,fdbf3608d8c69f2136fb6f93a73fbc7b7ef46576,370ff6a6910cdd60f04c2df6152cb61fc9eac1f1,frank,US,iphone_t,League of Legends
2015-01-01 23:16:55,81cb17b19d3e591dd75d8c079a9ead28727ad107,2d46a84aa88d2f538c688325ac191b2a75473d56,george,,,DayZ
2015-01-01 19:11:53,232cc553165e2ef0d4d8823e42d2f33e40764d96,fd67d18a9b6e0ebc47c15f5075e1848b422da4df,frank,,iphone_t,League of Legends
2015-01-01 10:06:28,0f0e7b082c734516ce65871643088d3f0210d45f,650eabc519df0217e40351040f381abbe407e54b,elaine,TW,,Gaming Talk Shows
2015-01-01 20:46:11,610eb2e3f2552ca19a930934412a42e98540296a,4f6e0b6127530ca7dcf56a1844929c6b7b35b783,frank,US,,League of Legends
2015-01-01 22:38:31,62aa98c309642a996272e53418d01fe264b9524d,f83b263699b4d9f82fcfae67de5ccec6b54bb7a5,frank,US,iphone_t,League of Legends
2015-01-01 23:25:23,fa563693d8f618ddfdcbc4a2ba7485ae79026486,91479eace5e255bd2dbb3ab1da101cba0e750c76,george,US,iphone_t,DayZ
2015-01-01 05:19:05,517f7e8e61aac75f659f03b8000dca54b251befe,2c345f2343e447519f2208d68eb2d6afd27fb16e,elaine,TW,,Gaming Talk Shows
2015-01-01 03:37:47,7c167f8dbe0e97939cc72e2b77b51a71bdf298e4,05eda8518d23c42461ca39171073acf00b3ee3d8,frank,RO,,League of Legends
2015-01-01 20:00:40,24a2272cc6b6143d778eb7b992cc0a150cbf415e,f6d67568c0a16d16d43a7f9d02d3ec2a89ca2641,newman,CA,,The Binding of Isaac: Rebirth
2015-01-01 18:25:49,75c8fc95435e7e5e75b7172dd42b610e197c0b3a,0c59beeba43d495afbeb3f4827cf8b83a968d604,frank,US,,League of Legends
2015-01-01 04:01:04,3b1c434a009c3a1f6cf28961c6f7f8ca89c66bc2,8b18118c00e1c122e1d859b6ac2551eddb387ce1,frank,US,,League of Legends
2015-01-01 03:39:26,3d32198f390fc05635bbc31c125bd8b39afd0fc0,58c9754c15bf9ac3832862ce1c8613926d1dd49d,frank,KW,,League of Legends
2015-01-01 04:21:42,dff01461a580d54e9f6490a5a05b765c6cae9d23,9d3f7fd8e166de7d6414f400e6d9a8cd00a1085e,frank,AU,,League of Legends
2015-01-01 21:20:15,9ec429deeaeb405929e66fcc713f1b513601b4a1,b50bceb9885a04821f4051643a6eb93f4553cd52,george,US,iphone_t,DayZ
2015-01-01 11:53:46,4bffdcd1c5c62820381b065b5de2a935d475712f,fa2526c7782bc7c6f9e8519b275b0480b1a1f615,kramer,US,,Counter-Strike: Global Offensive
2015-01-01 14:55:46,a3239eb2b13b0b634e033e5f728a1c11e7863229,3d375b4106396a05d9eee64de2f5ef82e78ee3f0,morty,PT,,Heroes of the Storm
2015-01-01 21:50:32,10b5048e5baa8ad61d6c9cbe9d0ac998cabecc29,4dc0755ee81bfe4111f3d3a5778f5d65a62ade15,frank,US,,League of Legends
2015-01-01 00:43:24,8c8a59476b00558d3d086bd64b3eb7ce51f067c8,70b5f1b644f06255603ae26372956d670ac9f352,frank,US,,League of Legends
2015-01-01 21:14:27,d7dd2957ad6853968ba34de162bffd916e5b684b,7d0e1e5dc5b49cf59e53702481641a52f674c0f2,newman,US,android,The Binding of Isaac: Rebirth
2015-01-01 12:00:49,e31ebe2d3b2549ebe114d4324638c9a316f8d462,8109afc635d45d9f570d2b3032ee35207b93cb9f,kramer,PL,,Counter-Strike: Global Offensive
2015-01-01 20:46:42,81df3b05b3f272fc2c9fa742346e3f1074e63290,f0be98e9a06709d58a26de3e0010e4be02fcb249,newman,US,iphone_t,The Binding of Isaac: Rebirth
2015-01-01 03:16:36,3c777db60884d9261fcf6f172646da5796011d4b,2d827d45635e151e56bc0d880db8c98245035ae6,frank,US,iphone_t,League of Legends
2015-01-01 13:34:43,8010a5e2b1c69eb2577981e2051073e8fc8859ba,56dd731244f4efb6a93cef00e006c1bbf8fc2d9f,helen,US,android,Hearthstone: Heroes of Warcraft
2015-01-01 12:58:50,80fcae994f9be20081fa9e5cf4e3e978e667f6d1,7131133eaef37cb5321bb86d226d3d9a0f7cc9d2,kramer,US,iphone_t,Counter-Strike: Global Offensive
2015-01-01 10:16:54,198d43bb42a1f107a328a3502c58cbaaeef451ab,e7a0ba11740cd62cc90230eac696dbf3de4093da,elaine,TW,,Gaming Talk Shows
2015-01-01 03:38:21,8ea727bc844e71539aa22f292ed9a285a7d11d84,05755292d4829d02fe4cc85906b1a1e5f8405c1f,frank,US,,League of Legends
2015-01-01 09:31:43,98e51dc299cfb1457ed2a7d52cb176d2bf2b3af2,3cf9b08f9c02551646ac350cbb2124851ca00584,elaine,TW,,Gaming Talk Shows
2015-01-01 10:46:28,0630a4352e5eb01cf54624213d5ffd1e0e6fa4ad,60e0de7091f3b38ca479b0647675f864a33ee493,elaine,TW,,Gaming Talk Shows
2015-01-01 20:46:53,e49de2ea1a8e521591f73e465ffca73b7ef3acb9,72529ccfd78ae0914ef1b5fe72fdfddb881f5c0b,frank,US,android,League of Legends
2015-01-01 17:49:46,b7a5e52b6b692042d615bd396110423c240fe249,99138ffb4d89d605d3d23d3b53da3875eaba62a6,newman,RU,,The Binding of Isaac: Rebirth
2015-01-01 04:06:06,0126f5168e582c44cde372ae4df1fd5b5936e1bb,2fab49656ce32f4b8397b440723b19ce06d33533,frank,US,ipad_t,League of Legends
2015-01-01 03:32:43,0126f5168e582c44cde372ae4df1fd5b5936e1bb,2fab49656ce32f4b8397b440723b19ce06d33533,frank,US,ipad_t,League of Legends
2015-01-01 04:53:30,bedae074bc84a616838cbaf3a6c9323307edfe1b,45b1e3046ae8ffff54fbe80fbb485b9ab265276c,elaine,TW,,Gaming Talk Shows
2015-01-01 13:02:42,a0331b0a8240d0875d2ac585c7f2c922042458b0,35ba76c17431aea7da52b95d4f635be869aee9ff,estelle,CA,,Dota 2
2015-01-01 03:30:31,1c68eaec9162685e4868aba457caff52f66f9639,8917600e1baa74db0b4b8f816f6ad9487eea3850,frank,DE,,League of Legends
2015-01-01 20:50:22,e49de2ea1a8e521591f73e465ffca73b7ef3acb9,72529ccfd78ae0914ef1b5fe72fdfddb881f5c0b,frank,US,android,League of Legends
2015-01-01 00:59:38,5fcb7e44ee99be6b94b04b6de5ecc9beb8611816,a0bb37520113ce9e54c7809688d94c53b60a515d,frank,US,iphone_t,League of Legends
2015-01-01 18:29:23,18ca76521c5605ada0dca933f314f0dfd6d36786,ca536f1610a68b250258433137b6081e46352108,george,US,,ARK: Survival Evolved
2015-01-01 00:13:52,1d17a648a6dbc8bc52c0ccc9c9301f64bf04dbaf,fd30aa4bb20d335ec8014aaee2fe43b52d07655b,elaine,TW,,Devil May Cry 4: Special Edition
2015-01-01 11:49:26,b83637d59e02aff7002b16fcb772220ab06e65aa,5bfe2bfe8aee50cbf3e9a1895f4276fef479869f,kramer,US,,Counter-Strike: Global Offensive
2015-01-01 12:37:09,116754abcb25b9a2d1f45795747f82bf6490020a,4231693e7b2d925fcc315494f3284692be317123,estelle,PH,android,Dota 2
2015-01-01 23:55:47,2269dea23df962d4682baa05a1aed365b9152218,af55223c842fdde2146828266624b1817e26a36e,george,,,DayZ
2015-01-01 21:02:49,3bbb0c017b78c53916209135b66e1475fd1851f4,4371724ff64751f02c0ce96708f63307f525acbe,frank,US,,League of Legends
2015-01-01 12:43:36,fd1e1a5d43f769e93c00b2c85259bdab5b078485,e66ef728edbe5ec3c76bd7c01a24b8e25ef80bbb,estelle,VN,,Dota 2
2015-01-01 09:31:07,d8660f3bcd78234ba4b136de6157f06384f8ba26,bf3f0e9a3e1221e330dca801b0c81602dc3f629c,elaine,TW,,Gaming Talk Shows
2015-01-01 09:15:02,d8f4564b4227654474bae42395a0bb8d3232573c,15b9db3f454b32d2677d951ff31ac218a9d70c2d,elaine,TW,,Gaming Talk Shows
2015-01-01 10:49:01,122624072e6cc6a4a6a00bdd9a6a5c1d74d544f3,01cb1b97722726152d5577aec813ea46639a120f,elaine,TW,,Gaming Talk Shows
2015-01-01 14:40:46,6967a6d963dda7d96c9f61e1cbc1e17805a943c2,f63c9f1a03250f181f4b9e735581d9b4a7a86c70,kramer,US,iphone_t,Counter-Strike: Global Offensive
2015-01-01 11:47:23,3ba6b333d3f74f943d92647814efd5fcf23616de,a4d18b65ce4725136e6b39db4aefe4933a61df28,estelle,BR,,Dota 2
2015-01-01 17:56:07,b0fb1b25c4d512bf9c48a716335ef28eef8124c1,d28a8f91aea8574768d65f257b654d062de53c34,jerry,RU,,Dota 2
2015-01-01 18:52:12,cceb990d8e6c3e515d88aff369d12cce4b1d33d6,f40e59f9c9e815581f505cc87eda14f1aeb23987,frank,BR,,League of Legends
2015-01-01 13:07:12,9a91f6a7ea8e02ff73f4f32dd3dde2667138d8a4,31e9587c8f363e592e40590ed23174c06a9d3e5d,kramer,GB,iphone_t,Counter-Strike: Global Offensive
2015-01-01 18:47:35,d4021d4e9233b3e33428866fa2f517942a1108a6,05e3ab4e91de6b010a52d57ae7f99e29aec233c8,frank,US,iphone_t,League of Legends
2015-01-01 22:33:35,6fb443d70928c716772c6153c220ca2051853fdd,f75496980bc1b3357ce775275600ca8ae640c046,frank,,,League of Legends
2015-01-01 04:08:08,e4c0dcf52ec9cedc13d8b5ef2341528053b6938c,7a5d96aa43b0eb8acfbb609e2e2776b4c33f3cf8,frank,US,,League of Legends
2015-01-01 23:23:55,3f5915588b987cebe4e3801d79a40fd962c97a4a,9410e5050d8dad6de17e5f047890e4fda25f77b1,susan,UA,android,World of Tanks
2015-01-01 15:07:45,98dbb0a8fc44180936b4505ffbbba890f1a98c66,0e19f9cf5040f464b78f544528f9956447279880,kramer,US,,Agar.io
2015-01-01 17:00:55,ee90dccfb44e40311a1f12f3a5538b3d1e5a0e4a,2905e36fac8d2ce366813279bbe774faf65d6a6c,helen,US,,Hearthstone: Heroes of Warcraft
2015-01-01 17:35:23,d764977e731393dea80ba470f53e839a3b02554f,4c64a4b4ba179b081220258bcf359b7d1aa1f10e,frank,US,,League of Legends
2015-01-01 17:39:52,99f2776e6cd0c61d2d5476ce3b59422ca2b311ed,a545d75fcc4a4c8e676a09a3fe71a0839b8e289d,frank,SA,,League of Legends
2015-01-01 13:40:45,58afd32733f5c2ae25969566f15d9189d315568a,13735f5da08f3f4e2926d9c8855d5e4231051334,kramer,DK,,Counter-Strike: Global Offensive
2015-01-01 11:48:45,43aa181ede848a2a61046a240671f099110bae68,c0984990c9713166e47a1519abaef5d2e13a3237,estelle,NP,,Dota 2
2015-01-01 20:48:43,682190e9097d61dae6e9574361c63110cfd3771b,b83b7d4b0250f0beb2e9e33d33611e83c6491645,frank,US,,League of Legends
2015-01-01 19:04:22,56ecd7d8bce60bae0f0deac69a98f41cd1404f7e,ce929cdba22d095dccd1fc3e9fd4cfb19dcd31d2,newman,US,ipad_t,The Binding of Isaac: Rebirth
2015-01-01 15:43:10,514da69530c14a2f48b7e4d9bd2effbce5d94967,573db0fc7020847f382845b0773ca4275761c982,morty,US,android,Heroes of the Storm
2015-01-01 16:22:31,8529185e566df7bff11428d3150b253864149fcb,4b9e80bab9568042142710bfee82a7da3158d752,helen,NL,,Hearthstone: Heroes of Warcraft
2015-01-01 17:39:41,a4746590e826d2fc8050e4ced8e7d45f68490228,bf64a3f0ad3ec8d750f185f6ec12b3497c17ae0a,frank,,,League of Legends
2015-01-01 16:45:47,e550f2ffddb361aa32f8e5bfb20436e349131731,ecd2ef87e5c8123322485d16cb7884a7b4318076,helen,,,Hearthstone: Heroes of Warcraft
2015-01-01 12:37:19,bffbc5cf68d57386c84caca567598f94ed34ac65,1130d9887d98d5e156f27369cdad23c1ee6b8cc5,kramer,US,,Counter-Strike: Global Offensive
2015-01-01 10:47:22,027e52cd28b28a136e35b80531e50d317ebaaa23,da3b7bb39fd27598d0df651437893f16613c4194,elaine,TW,,Gaming Talk Shows
2015-01-01 13:23:37,f774bbf017f7ef3ce8691680c83852f0e5256ddf,17eb6cc1b220fa28aee3e786dd89f28db3356e38,estelle,PH,,Dota 2
2015-01-01 03:28:22,47a4324c82d18058f85786145d52fd49dbbf4135,3aa00fbadfffa20c59936b23f0d45d25fd5571a2,frank,MX,iphone_t,League of Legends
2015-01-01 20:51:08,3c7b42aa7cd3360cae7ec6af26a3642039886471,53f60f530e977a77393c8ab6c53ce92ae6ff1274,frank,US,iphone_t,League of Legends
2015-01-01 17:18:57,c4f2c67465572ec2a4e344a684ef9a40b735422d,0a5202d92107c3b7977f6687d0d10fddf85cdcaa,frank,US,,League of Legends
2015-01-01 19:19:51,300490566f096eb1ae9364275a5fffa0a2143c30,d7ebe7eb26e6208438e46eeb6f9b382800bb8272,jerry,US,iphone_t,Dota 2
2015-01-01 12:46:19,357b63d4414f12a0650a98f273c592d1357f9099,e18f875f8fc8ecbed8875f3fae2fd77830aac34d,estelle,TR,ipad_t,Dota 2
2015-01-01 15:21:09,80138f0ab309083ffb5a54db84c3b4bed96eb589,a3f8747f6b6f972a86d1bd45ad26520093b60b0c,helen,US,iphone_t,Hearthstone: Heroes of Warcraft
2015-01-01 02:14:59,ac9eef8522c3d4a0991f4aabd7e9aa1d45a09d86,49faa097978d8898a5e6eb621538bdbebb45ab71,elaine,TW,,Gaming Talk Shows
2015-01-01 13:25:24,38602cb30c5b0f2531d6d96e747e5bb030faa6b2,dc1f9bbcd2fbf6556ba50e08bbfdd2bcb356c8d3,estelle,PE,,Dota 2
2015-01-01 01:05:56,120dc20d9a7af227542f4d14c677afb258cf9325,c5da0f9981eb3b2c711ad9443234311620c0f833,frank,US,android,League of Legends
2015-01-01 03:36:18,a15b4e1df16528c3dc0dea7c90fdb27e371e1c48,4e83dc85b637697f047249818f9e2198aba65829,susan,UA,,World of Tanks
2015-01-01 11:37:28,b5bec58b26c184f5771d7a0c96b50b81b77580ca,b0bc29893c38539fb9eabbe27873a631d82ebafb,estelle,PL,,Dota 2
2015-01-01 21:42:42,8c12d93cb24db48036f7853f4b6c9037c9fbd3c5,59a09a8735ff6d0ce3c1d4517102f1683549c523,frank,US,,League of Legends
2015-01-01 13:35:08,89c63b455e9f3c9633271c9a7a0d09d0956ccd98,fe92ef4ed2738030a9f94cd5c43af96e5cc15c63,estelle,PE,,Dota 2
2015-01-01 23:47:54,4c7b06a760ff74443d7c692e17b99a1fbe114332,10c3d2498af0ae8a8d01ff748934861542d884e7,frank,CA,,League of Legends
